@relation 'bpd_200204-201102-weka.filters.unsupervised.attribute.Remove-R1-5,11,13,15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute dobYear numeric
@attribute height numeric
@attribute race {0.0,W,U,B,A,K,M,L,I,P,N}
@attribute gender {0.0,M,F,U}
@attribute medicalCount numeric
@attribute offenseCount numeric
@attribute warrantCount numeric
@attribute lastWarrantBail numeric
@attribute involveTotal numeric
@attribute involveCountVictim numeric
@attribute involveCountSuspect numeric
@attribute involveCountArrestee numeric
@attribute involveCountComplainant numeric

@data
0,0,0.0,M,0,0.166667,0,0,0.004173,0,0,0,2
0.971144,0.821018,W,M,0,0,0,0,0.002608,0,0,0,0
0.967164,0.827586,W,F,0,0,0,0,0.002608,0,0,0,0
0.966169,0.985222,0.0,M,0,0.166667,0,0,0.007825,0,0,0,4
0.958706,0.824302,W,F,0.2,0.333333,0,0,0.037559,0.01145,0,0,49
0.972637,0.834154,W,F,0.2,0,0,0,0.005216,0.001908,0,0,2
0.985572,0.834154,W,F,0,0.166667,0,0,0.003652,0.001908,0,0,2
0.972139,0.834154,W,M,0,0.166667,0,0,0.013041,0.005725,0,0,14
0,0,0.0,0.0,0,0.166667,0,0,0.003652,0,0,0,2
0.973632,0.83087,W,F,0,0.166667,0,0,0.008868,0.003817,0.045455,0,8
0.964179,0.82266,W,F,0,0.166667,0,0,0.004173,0.001908,0,0,2
0.987065,0.82266,W,F,0,0.166667,0,0,0.006781,0.003817,0,0,4
0.971642,0.988506,W,M,0,0.166667,0,0,0.008868,0.007634,0,0,4
0.972139,0.825944,W,F,0,0.166667,0,0,0.004173,0.001908,0,0,2
0.970647,0.821018,W,F,0,0.166667,0,0,0.008868,0.001908,0,0,10
0.986567,0.835796,W,M,0,0.166667,0,0,0.007303,0.003817,0.045455,0,2
0.957711,0.825944,W,F,0.2,0,0,0,0.131455,0.003817,0,0,42
0.969652,0.821018,W,M,0.4,0.5,0,0,0.015128,0,0,0,21
0.985075,0.83087,W,M,0,0,0,0,0.004173,0.001908,0.090909,0,0
0.980597,0.821018,W,F,0.2,0,0,0,0.004173,0,0,0,2
0.977114,0.835796,W,M,0,0,0,0,0.003652,0,0,0.021277,0
0.984577,0.835796,W,M,0,0.166667,0,0,0.006781,0.003817,0,0,2
0,0,0.0,0.0,0,0.166667,0,0,0.003652,0.001908,0,0,1
0.976617,0.829228,W,F,0,0.166667,0,0,0.007825,0.003817,0,0,5
0.969154,0.829228,W,F,0,0.166667,0,0,0.007303,0.005725,0,0,4
0,0,0.0,0.0,0.2,0,0,0,0.003652,0.001908,0,0,2
0,0,0.0,M,0.2,0.333333,0,0,0.007825,0.001908,0,0,5
0.974129,0.832512,W,F,0,0.166667,0,0,0.005738,0.003817,0,0,4
0.980597,0.99179,W,M,0,0.166667,0,0,0.010433,0.007634,0.045455,0,6
0.970149,0,0.0,0.0,0,0,0,0,0.003652,0,0.045455,0,0
0.975124,0.832512,W,F,0,0.166667,0,0,0.00626,0.003817,0,0,4
0,0,0.0,0.0,0,0.166667,0,0,0.00313,0,0,0,2
0.98209,0.835796,W,F,0,0.166667,0.058824,0.01464,0.004173,0,0.045455,0,2
0.971144,0.821018,W,M,0,0.166667,0,0,0.005216,0,0.045455,0,5
0.987562,0.821018,W,M,0,0.166667,0,0,0.004173,0,0,0,2
0.963184,0,0.0,F,0.2,0,0,0,0.004173,0.001908,0,0,2
0.98408,0.829228,0.0,F,0,0.166667,0,0,0.006781,0,0,0,6
0.979602,0.83087,B,F,0,0.166667,0,0,0.007825,0.001908,0,0,7
0.985572,0.988506,W,M,0.2,0,0,0,0.01252,0,0.272727,0.106383,2
0.983085,0.988506,W,M,0,0,0.117647,0.027627,0.007303,0.001908,0,0.06383,0
0.975124,0.824302,W,F,0,0.166667,0,0,0.007825,0,0.090909,0.042553,2
0.966667,0.821018,0.0,F,0,0.166667,0,0,0.004173,0,0,0,2
0.979602,0.832512,W,M,0,0,0.058824,0.01464,0.004173,0,0,0.021277,0
0.979104,0.821018,W,M,0,0,0,0,0.004695,0,0.045455,0.021277,0
0.972139,0.827586,W,M,0,0.166667,0.235294,0.018654,0.039645,0.009542,0.227273,0.191489,15
0.98408,0,B,F,0,0.166667,0,0,0.004695,0.001908,0,0,2
0.975124,0.825944,W,F,0,0.166667,0,0,0.004173,0,0,0,2
0.977114,0.829228,W,F,0,0.166667,0,0,0.013041,0.003817,0,0,12
0,0,0.0,0.0,0,0,0,0,0.00313,0.001908,0,0,1
0.9801,0.832512,W,F,0,0.166667,0,0,0.010955,0.001908,0.045455,0,8
0.979104,0.834154,W,M,0,0,0,0,0.004695,0,0,0.021277,0
0.978109,0.821018,W,F,0,0.166667,0,0,0.007825,0,0,0,4
0.986567,0.988506,B,M,0,0.166667,0.235294,0.054782,0.020344,0.001908,0.090909,0.170213,2
0.981095,0.83087,W,F,0,0.166667,0,0,0.004173,0.001908,0,0,2
0.985075,0,W,F,0,0.166667,0,0,0.007303,0.003817,0,0,2
0,0,0.0,0.0,0,0,0,0,0.00313,0,0.045455,0,0
0.967164,0.83087,W,M,0,0.166667,0,0,0.005738,0,0.045455,0,6
0.98806,0.834154,W,M,0,0,0.058824,0.010862,0.009911,0,0,0.042553,1
0,0,0.0,0.0,0,0.166667,0,0,0.004173,0.001908,0,0,2
0.983085,0.832512,0.0,M,0,0.166667,0,0,0.004173,0,0,0,2
0.973134,0.825944,W,F,0,0.166667,0,0,0.008346,0.003817,0,0,2
0.977612,0.835796,W,F,0,0,0,0,0.002608,0,0.045455,0,0
0.977612,0.821018,W,F,0,0.166667,0,0,0.004695,0,0,0,2
0,0,0.0,0.0,0,0,0,0,0.00313,0,0,0,0
0,0,0.0,0.0,0,0,0,0,0.003652,0,0,0,0
0.963682,0.985222,0.0,M,0,0,0,0,0.002608,0,0,0,0
0.973632,0.832512,W,M,0.4,0.5,0,0,0.006781,0.001908,0,0,6
0.966667,0,W,M,0,0.166667,0,0,0.010433,0.007634,0,0,6
0.954726,0.825944,W,F,0,0.166667,0,0,0.014606,0,0.045455,0,21
0.979602,0.82266,W,M,0,0.166667,0,0,0.010955,0.001908,0,0,14
0.981592,0.835796,W,M,0,0.166667,0,0,0.004695,0,0.045455,0,2
0,0,0.0,0.0,0.2,0,0,0,0.004173,0,0,0,2
0.975124,0,W,M,0,0,0,0,0.00313,0,0.045455,0,0
0.989055,0.985222,W,M,0,0,0,0,0.00313,0.001908,0.045455,0,0
0.989552,0.832512,B,M,0,0,0.058824,0.013365,0.017214,0,0.272727,0.12766,0
0.99005,0.986864,B,M,0,0.166667,0,0,0.009911,0,0,0,2
0.964179,0.82266,W,M,0,0,0,0,0.004173,0,0.045455,0.021277,0
0.979602,0.985222,W,M,0,0.166667,0,0,0.022431,0.01145,0.136364,0.021277,10
0,0,0.0,0.0,0,0,0,0,0.028169,0.034351,0,0,0
0.977114,0.83087,W,M,0,0.166667,0,0,0.007825,0.007634,0.045455,0,6
0.983085,0,W,M,0,0.166667,0,0,0.005216,0,0,0,2
0.9801,0.821018,W,M,0,0.166667,0,0,0.009911,0,0.090909,0.042553,2
0.987065,0.824302,W,F,0,0.166667,0,0,0.032864,0.024809,0.136364,0.021277,26
0,0,0.0,0.0,0,0.166667,0,0,0.004695,0,0,0,2
0.986567,0.985222,W,M,0,0,0.176471,0.01464,0.010955,0,0.181818,0.106383,0
0.981095,0,W,F,0,0,0,0,0.004173,0.001908,0,0,0
0.982587,0,B,M,0,0,0,0,0.004173,0,0.045455,0,0
0.98408,0,0.0,0.0,0,0,0,0,0.00313,0,0,0,0
0,0,0.0,0.0,0,0,0,0,0.017736,0.022901,0,0,1
0.983085,0.821018,B,M,0,0,0,0,0.005216,0,0,0.021277,0
0,0,0.0,0.0,0.2,0.333333,0,0,0.270214,0.35687,0,0,7
0,0,0.0,0.0,0,0,0,0,0.005216,0.003817,0,0,0
0.986567,0.824302,W,F,0,0,0,0,0.003652,0,0,0.021277,0
0.978607,0.82266,W,M,0,0,0,0,0.00626,0.003817,0,0.021277,0
0.9801,0,W,F,0,0,0,0,0.003652,0,0,0.021277,0
0.973134,0.835796,W,M,0,0,0,0,0.006781,0.001908,0,0.021277,0
0,0,0.0,0.0,0,0,0,0,0.019301,0.020992,0.045455,0,0
0.983085,0.834154,B,M,0,0,0.058824,0.03693,0.015649,0.001908,0.181818,0.085106,0
0.973632,0.834154,W,M,0,0,0,0,0.005216,0.001908,0,0.021277,0
0.970149,0.990148,W,M,0.2,0.333333,0.058824,0.024085,0.013041,0.001908,0.181818,0,5
0,0,W,F,0,0,0,0,0.004173,0.001908,0,0,0
0.983085,0.825944,W,F,0,0,0,0,0.004173,0,0,0,0
0,0,0.0,0.0,0,0,0,0,0.00313,0,0,0,0
0.987065,0.985222,W,M,0,0,0,0,0.004173,0.001908,0.045455,0.021277,0
0.981592,0.834154,W,M,0,0,0.705882,0.236128,0.019301,0.001908,0.045455,0.212766,0
0.98806,0.825944,W,F,0,0,0,0,0.006781,0.001908,0,0,0
0,0,0.0,0.0,0,0,0,0,0.003652,0,0,0,0
0.987065,0.832512,W,M,0,0,0,0,0.014085,0,0.227273,0.06383,0
0.961692,0,W,M,0,0.166667,0,0,0.004173,0,0,0,2
